SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,BIRTHS2020,BIRTHS2021,BIRTHS2022,DEATHS2020,DEATHS2021,DEATHS2022,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,NETMIG2020,NETMIG2021,NETMIG2022,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,RBIRTH2021,RBIRTH2022,RDEATH2021,RDEATH2022,RNATURALCHG2021,RNATURALCHG2022,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RDOMESTICMIG2021,RDOMESTICMIG2022,RNETMIG2021,RNETMIG2022
40,3,6,1,0,Alabama,Alabama,5024356,5031362,5049846,5074296,7006,18484,24450,13867,57112,58280,15165,69056,66870,-1298,-11944,-8590,127,1805,4597,9042,27704,28609,9169,29509,33206,-865,919,-166,127918,131155,134475,141319,11.33038818,11.51307439,13.69994548,13.21000832,-2.369557299,-1.696933923,0.358092006,0.908126338,5.496166729,5.651639418,5.854258736,6.559765756
50,3,6,1,1,Alabama,Autauga County,58802,58902,59210,59759,100,308,549,162,694,709,177,682,673,-15,12,36,0,15,27,99,240,508,99,255,535,16,41,-22,478,478,478,478,11.75155784,11.91907136,11.54836088,11.31387168,0.203196966,0.605199674,0.253996207,0.453899755,4.063939312,8.540039842,4.317935519,8.993939598
50,3,6,1,3,Alabama,Baldwin County,231761,233219,239361,246435,1458,6142,7074,560,2367,2411,593,3044,2909,-33,-677,-498,11,105,315,1592,6969,6982,1603,7074,7297,-112,-255,275,3546,3450,3360,3369,10.01735156,9.925977159,12.88247493,11.97622047,-2.865123365,-2.050243312,0.444369207,1.296840649,29.4934191,28.74457591,29.93778831,30.04141656
50,3,6,1,5,Alabama,Barbour County,25224,24960,24539,24706,-264,-421,167,60,276,277,93,383,372,-33,-107,-95,0,0,4,-195,-308,243,-195,-308,247,-36,-6,15,2716,2475,2244,2701,11.15174044,11.24987308,15.4750601,15.10813281,-4.323319663,-3.858259722,0,0.162453041,-12.44469585,9.869022236,-12.44469585,10.03147528
50,3,6,1,7,Alabama,Bibb County,22300,22183,22370,22005,-117,187,-365,56,244,248,55,318,321,1,-74,-73,0,1,2,-107,259,-301,-107,260,-299,-11,1,7,2147,2063,2002,2033,10.9532467,11.17746479,14.27513299,14.46760563,-3.321886293,-3.290140845,0.044890355,0.090140845,11.62660203,-13.56619718,11.67149238,-13.47605634
50,3,6,1,9,Alabama,Blount County,59130,59102,59085,59512,-28,-17,427,137,656,674,201,865,844,-64,-209,-170,1,9,14,21,140,592,22,149,606,14,43,-9,616,616,616,616,11.10105172,11.36622343,14.63781973,14.23307504,-3.536768003,-2.866851607,0.152301015,0.236093662,2.369126892,9.983389125,2.521427907,10.21948279
50,3,6,1,11,Alabama,Bullock County,10362,10296,10280,10202,-66,-16,-78,24,110,112,40,150,149,-16,-40,-37,0,1,1,-44,18,-39,-44,19,-38,-6,5,-3,1706,1696,1704,1702,10.69206843,10.93643199,14.58009331,14.54936041,-3.888024883,-3.612928425,0.097200622,0.097646714,1.749611198,-3.808221853,1.84681182,-3.710575139
50,3,6,1,13,Alabama,Butler County,19055,19031,18855,18650,-24,-176,-205,47,219,222,88,331,317,-41,-112,-95,0,5,11,15,-75,-116,15,-70,-105,2,6,-5,288,288,288,288,11.56099879,11.83842154,17.47347305,16.90441275,-5.912474265,-5.065991201,0.263949744,0.586588455,-3.95924616,-6.185841888,-3.695296416,-5.599253433
50,3,6,1,15,Alabama,Calhoun County,116444,116239,115677,115788,-205,-562,111,305,1276,1303,396,1868,1832,-91,-592,-529,0,12,35,-119,-68,637,-119,-56,672,5,86,-32,5631,5554,5410,5752,11.0039842,11.25872162,16.10928095,15.82960707,-5.105296745,-4.570885447,0.103485745,0.302421532,-0.586419221,5.50407189,-0.482933476,5.806493422
50,3,6,1,17,Alabama,Chambers County,34774,34645,34446,34088,-129,-199,-358,87,381,391,169,612,589,-82,-231,-198,2,22,53,-54,-10,-208,-52,12,-155,5,20,-5,860,856,848,850,11.02893286,11.41039484,17.71576616,17.18854875,-6.686833307,-5.778153909,0.636841267,1.546677562,-0.289473303,-6.069979864,0.347367964,-4.523302303
50,3,6,1,19,Alabama,Cherokee County,24979,24972,25026,25302,-7,54,276,62,239,248,124,476,471,-62,-237,-223,0,7,14,58,284,478,58,291,492,-3,0,7,278,278,278,278,9.560382415,9.855348911,19.04076163,18.71721507,-9.480379215,-8.861866158,0.2800112,0.556350342,11.36045442,18.99539024,11.64046562,19.55174058
50,3,6,1,21,Alabama,Chilton County,45009,45051,45259,45884,42,208,625,147,546,562,144,666,641,3,-120,-79,1,20,36,26,290,659,27,310,695,12,18,9,388,388,388,388,12.0916842,12.33226907,14.74919721,14.06580867,-2.657513011,-1.733539603,0.442918835,0.789967414,6.422323109,14.46079238,6.865241944,15.2507598
50,3,6,1,23,Alabama,Choctaw County,12663,12619,12549,12439,-44,-70,-110,33,136,137,53,203,200,-20,-67,-63,0,1,0,-23,-12,-41,-23,-11,-41,-1,8,-6,66,66,66,66,10.80737444,10.96526333,16.13159568,16.00768369,-5.324221233,-5.042420362,0.079465989,0,-0.953591863,-3.281575156,-0.874125874,-3.281575156
50,3,6,1,25,Alabama,Clarke County,23087,22981,22715,22515,-106,-266,-200,57,282,285,101,436,423,-44,-154,-138,0,0,1,-57,-120,-57,-57,-120,-56,-5,8,-6,366,366,366,366,12.34243698,12.60225514,19.08263305,18.70439974,-6.740196078,-6.102144594,0,0.044218439,-5.25210084,-2.520451028,-5.25210084,-2.476232589
50,3,6,1,27,Alabama,Clay County,14237,14211,14190,14198,-26,-21,8,33,153,156,39,257,244,-6,-104,-88,0,-1,-3,-20,77,104,-20,76,101,0,7,-5,259,259,258,259,10.77426851,10.99055939,18.0979543,17.19036213,-7.323685786,-6.199802734,-0.070420056,-0.211356911,5.422344284,7.327039594,5.351924228,7.115682683
50,3,6,1,29,Alabama,Cleburne County,15057,15063,15148,15346,6,85,198,37,168,172,48,259,251,-11,-91,-79,0,0,0,14,174,268,14,174,268,3,2,9,173,173,173,173,11.12177684,11.28090772,17.14607262,16.46225487,-6.024295786,-5.18134715,0,0,11.51898315,17.57722831,11.51898315,17.57722831
50,3,6,1,31,Alabama,Coffee County,53460,53547,54171,54805,87,624,634,159,678,685,176,722,704,-17,-44,-19,1,26,70,93,628,586,94,654,656,10,14,-3,769,714,696,704,12.58842533,12.57157539,13.40537329,12.92027602,-0.816947957,-0.348700631,0.482741974,1.284686537,11.66007538,10.75466158,12.14281736,12.03934811
50,3,6,1,33,Alabama,Colbert County,57232,57299,57619,58033,67,320,414,166,636,647,176,880,858,-10,-244,-211,2,10,23,67,540,595,69,550,618,8,14,7,406,406,406,406,11.06876207,11.18873863,15.31526828,14.8376163,-4.246506204,-3.648877667,0.17403714,0.397744959,9.398005534,10.28948916,9.572042674,10.68723412
50,3,6,1,35,Alabama,Conecuh County,11597,11553,11320,11206,-44,-233,-114,29,123,122,45,234,228,-16,-111,-106,0,0,0,-28,-122,-4,-28,-122,-4,0,0,-4,128,128,128,128,10.75503869,10.83192755,20.46080532,20.24327444,-9.705766624,-9.411346888,0,0,-10.66759935,-0.355145166,-10.66759935,-0.355145166
50,3,6,1,37,Alabama,Coosa County,10382,10341,10366,10166,-41,25,-200,27,89,89,29,192,184,-2,-103,-95,0,-1,-4,-32,131,-107,-32,130,-111,-7,-2,6,314,267,242,148,8.596126914,8.669394117,18.54445357,17.92324177,-9.948326653,-9.253847652,-0.096585696,-0.389635691,12.65272613,-10.42275472,12.55614044,-10.81239041
50,3,6,1,39,Alabama,Covington County,37567,37507,37542,37602,-60,35,60,88,425,431,158,709,702,-70,-284,-271,0,1,2,3,307,336,3,308,338,7,11,-7,780,780,780,780,11.32593372,11.47130842,18.89432238,18.68412648,-7.568388653,-7.212818056,0.026649256,0.05323113,8.181321537,8.942829767,8.207970792,8.996060896
50,3,6,1,41,Alabama,Crenshaw County,13197,13165,13056,13025,-32,-109,-31,41,152,156,61,261,251,-20,-109,-95,1,6,14,-13,-15,56,-12,-9,70,0,9,-6,154,154,153,152,11.59376073,11.96273149,19.90770756,19.24772823,-8.313946837,-7.284996741,0.45764845,1.073578467,-1.144121124,4.294313868,-0.686472675,5.367892335
50,3,6,1,43,Alabama,Cullman County,87857,88131,89618,90665,274,1487,1047,252,980,1005,254,1341,1273,-2,-361,-268,0,-6,-14,286,1908,1301,286,1902,1287,-10,-54,28,1268,1250,1250,1250,11.02678496,11.14913775,15.08869248,14.12224114,-4.061907521,-2.973103399,-0.067510928,-0.155311372,21.46847521,14.43286389,21.40096428,14.27755252
50,3,6,1,45,Alabama,Dale County,49319,49253,49412,49544,-66,159,132,149,673,686,138,676,694,11,-3,-8,1,8,48,-81,117,112,-80,125,160,3,37,-20,755,755,755,755,13.64212233,13.86474797,13.70293417,14.02643599,-0.060811838,-0.161688023,0.162164901,0.970128138,2.371661684,2.263632321,2.533826585,3.233760459
50,3,6,1,47,Alabama,Dallas County,38463,38174,37565,36767,-289,-609,-798,101,447,455,161,650,653,-60,-203,-198,1,10,21,-207,-417,-632,-206,-407,-611,-23,1,11,480,480,480,480,11.80369427,12.24237206,17.16420866,17.56982188,-5.360514398,-5.32744982,0.264064749,0.565032557,-11.01150002,-17.00478932,-10.74743527,-16.43975677
50,3,6,1,49,Alabama,DeKalb County,71611,71648,71829,71998,37,181,169,188,801,819,222,1112,1081,-34,-311,-262,4,35,98,47,419,364,51,454,462,20,38,-31,846,846,846,846,11.16555267,11.38868224,15.50074228,15.0319481,-4.335189612,-3.643265868,0.487883075,1.362748302,5.840657388,5.06163655,6.328540463,6.424384851
50,3,6,1,51,Alabama,Elmore County,87974,87853,88737,89563,-121,884,826,213,903,925,247,1097,1048,-34,-194,-123,0,16,24,-84,1048,930,-84,1064,954,-3,14,-5,5794,5535,5294,5603,10.22707968,10.37577117,12.42425958,11.75546831,-2.197179908,-1.37969714,0.181210714,0.269209198,11.86930177,10.43185642,12.05051249,10.70106562
50,3,6,1,53,Alabama,Escambia County,36767,36680,36658,36666,-87,-22,8,93,427,440,134,640,636,-41,-213,-196,0,0,1,-49,171,209,-49,171,210,3,20,-6,2066,2066,2066,2066,11.64471352,12.00152747,17.45343478,17.34766243,-5.808721263,-5.346134963,0,0.027276199,4.663339606,5.700725547,4.663339606,5.728001746
50,3,6,1,55,Alabama,Etowah County,103441,103447,103139,103088,6,-308,-51,289,1140,1162,365,1790,1763,-76,-650,-601,0,19,57,55,252,524,55,271,581,27,71,-31,1592,1565,1533,1570,11.03656589,11.26913547,17.32934468,17.09766422,-6.292778794,-5.828528757,0.183942765,0.552788917,2.439661933,5.081778817,2.623604697,5.634567734
50,3,6,1,57,Alabama,Fayette County,16326,16330,16155,16118,4,-175,-37,42,175,179,53,286,295,-11,-111,-116,0,0,0,13,-72,84,13,-72,84,2,8,-5,301,301,301,301,10.77420348,11.092864,17.60812683,18.28153565,-6.833923349,-7.188671645,0,0,-4.432815145,5.205589812,-4.432815145,5.205589812
50,3,6,1,59,Alabama,Franklin County,32113,32075,31996,31932,-38,-79,-64,97,397,407,109,495,480,-12,-98,-73,1,33,73,-32,-39,-48,-31,-6,25,5,25,-16,422,422,422,422,12.39250207,12.73307471,15.45160837,15.01689401,-3.059106304,-2.283819297,1.030107225,2.283819297,-1.217399447,-1.501689401,-0.187292223,0.782129896
50,3,6,1,61,Alabama,Geneva County,26660,26696,26667,26783,36,-29,116,69,285,287,96,496,505,-27,-211,-218,0,6,8,62,164,328,62,170,336,1,12,-2,270,270,270,269,10.68155838,10.73900842,18.5896595,18.89616464,-7.908101119,-8.157156221,0.224874913,0.299345182,6.146580964,12.27315248,6.371455878,12.57249766
50,3,6,1,63,Alabama,Greene County,7734,7702,7592,7422,-32,-110,-170,28,101,99,36,166,158,-8,-65,-59,0,0,0,-21,-49,-113,-21,-49,-113,-3,4,2,60,60,59,59,13.20779391,13.18769149,21.70785929,21.04702278,-8.500065385,-7.859331291,0,0,-6.407741598,-15.05261756,-6.407741598,-15.05261756
50,3,6,1,65,Alabama,Hale County,14786,14768,14737,14595,-18,-31,-142,45,193,196,73,264,262,-28,-71,-66,0,1,5,7,30,-75,7,31,-70,3,9,-6,182,182,182,182,13.08252839,13.36424383,17.89527199,17.86444838,-4.812743603,-4.500204555,0.067785121,0.340924588,2.033553635,-5.113868812,2.101338756,-4.772944225
50,3,6,1,67,Alabama,Henry County,17148,17175,17434,17655,27,259,221,40,163,167,63,284,279,-23,-121,-112,0,0,0,50,392,334,50,392,334,0,-12,-1,141,141,141,141,9.419515155,9.518652569,16.41191598,15.90241956,-6.992400821,-6.383766993,0,0,22.65306712,19.03730514,22.65306712,19.03730514
50,3,6,1,69,Alabama,Houston County,107204,107286,107453,108079,82,167,626,312,1314,1338,311,1613,1530,1,-299,-192,0,21,60,54,388,772,54,409,832,27,57,-14,817,817,817,817,12.23811231,12.41578977,15.02288825,14.19742776,-2.784775937,-1.781637993,0.19558627,0.556761873,3.613689176,7.163669432,3.809275446,7.720431305
50,3,6,1,71,Alabama,Jackson County,52582,52545,52694,52891,-37,149,197,127,528,542,201,989,952,-74,-461,-410,0,12,29,25,592,571,25,604,600,12,6,7,603,603,603,603,10.03430287,10.26660984,18.79531352,18.03286452,-8.761010652,-7.766254676,0.228052338,0.549320453,11.25058201,10.81593029,11.47863435,11.36525075
50,3,6,1,73,Alabama,Jefferson County,674355,674675,669997,665409,320,-4678,-4588,1919,7883,8052,2019,9111,8660,-100,-1228,-608,23,266,675,295,-4025,-4466,318,-3759,-3791,102,309,-189,17037,18232,19339,20487,11.72479237,12.05925389,13.55126008,12.96983839,-1.826467719,-0.910584496,0.395635516,1.010928512,-5.986590038,-6.688602567,-5.590954523,-5.677674056
50,3,6,1,75,Alabama,Lamar County,13976,13956,13740,13705,-20,-216,-35,29,156,159,51,250,239,-22,-94,-80,0,0,0,-1,-122,51,-1,-122,51,3,0,-6,149,149,149,149,11.26516465,11.58680998,18.05314847,17.41665149,-6.787983824,-5.829841501,0,0,-8.809936453,3.716523957,-8.809936453,3.716523957
50,3,6,1,77,Alabama,Lauderdale County,93565,94025,94862,95878,460,837,1016,220,894,917,301,1383,1319,-81,-489,-402,1,32,68,594,1306,1333,595,1338,1401,-54,-12,17,3053,3415,3752,4147,9.465977013,9.615182972,14.64367585,13.83034497,-5.177698836,-4.215162001,0.338826918,0.713012478,13.82837358,13.97714166,14.1672005,14.69015414
50,3,6,1,79,Alabama,Lawrence County,33077,33089,33123,33214,12,34,91,76,362,373,113,549,556,-37,-187,-183,0,0,-1,43,207,275,43,207,274,6,14,0,220,220,220,220,10.93457379,11.24560954,16.58309672,16.7628925,-5.648522926,-5.517282964,0,-0.030149087,6.252643025,8.29099899,6.252643025,8.260849903
50,3,6,1,81,Alabama,Lee County,174244,174742,177655,180773,498,2913,3118,460,1850,1886,325,1394,1372,135,456,514,20,182,481,301,2253,2127,321,2435,2608,42,22,-4,5373,5363,5364,5334,10.49952185,10.52373141,7.911531597,7.655651902,2.58799025,2.868079503,1.032925933,2.683942103,12.78671498,11.86849242,13.81964092,14.55243452
50,3,6,1,83,Alabama,Limestone County,103563,104190,107381,110900,627,3191,3519,289,1144,1168,215,1142,1123,74,2,45,2,19,44,565,3285,3281,567,3304,3325,-14,-115,149,3113,2857,2625,3082,10.81433656,10.70180181,10.79543038,10.28948924,0.018906183,0.41231257,0.179608737,0.403150068,31.05340524,30.06216757,31.23301398,30.46531764
50,3,6,1,85,Alabama,Lowndes County,10310,10273,9926,9777,-37,-347,-149,32,124,126,62,188,181,-30,-64,-55,0,0,0,-8,-274,-93,-8,-274,-93,1,-9,-1,183,183,183,183,12.27783554,12.78993047,18.61478291,18.37283662,-6.336947374,-5.582906156,0,0,-27.13005594,-9.440186774,-27.13005594,-9.440186774
50,3,6,1,87,Alabama,Macon County,19534,19473,18906,18516,-61,-567,-390,29,183,182,78,292,290,-49,-109,-108,0,1,0,-14,-438,-283,-14,-437,-283,2,-21,1,2073,2071,2003,2057,9.536465254,9.726898616,15.21665494,15.49890439,-5.680189687,-5.772005772,0.052111832,0,-22.82498241,-15.1247929,-22.77287058,-15.1247929
50,3,6,1,89,Alabama,Madison County,388160,390502,396593,403565,2342,6091,6972,1076,4283,4365,838,4161,3931,238,122,434,9,212,579,2242,5801,5808,2251,6013,6387,-147,-44,151,9770,10180,10383,11124,10.88305732,10.91034521,10.57305662,9.825559452,0.310000699,1.084785755,0.538689739,1.447214175,14.74027913,14.51713287,15.27896887,15.96434704
50,3,6,1,91,Alabama,Marengo County,19324,19266,18961,18745,-58,-305,-216,56,230,232,88,357,351,-32,-127,-119,0,0,0,-27,-180,-89,-27,-180,-89,1,2,-8,238,238,238,238,12.03337955,12.30573384,18.67789782,18.61772662,-6.644518272,-6.311992786,0,0,-9.417427473,-4.720734101,-9.417427473,-4.720734101
50,3,6,1,93,Alabama,Marion County,29341,29166,29006,29156,-175,-160,150,98,311,322,146,545,535,-48,-234,-213,0,12,24,-111,41,337,-111,53,361,-16,21,2,778,643,545,723,10.69242935,11.07252158,18.73753696,18.39689144,-8.045107612,-7.324369863,0.412569621,0.825281111,1.409612872,11.58832227,1.822182493,12.41360338
50,3,6,1,95,Alabama,Marshall County,97611,97696,98316,99423,85,620,1107,340,1456,1493,315,1462,1413,25,-6,80,4,46,107,27,531,921,31,577,1028,29,49,-1,965,965,965,1022,14.85623329,15.10071357,14.91745403,14.29156616,-0.061220742,0.809147412,0.469359019,1.082234663,5.418035631,9.315309575,5.887394649,10.39754424
50,3,6,1,97,Alabama,Mobile County,414812,414353,413017,411411,-459,-1336,-1606,1288,5138,5243,1339,5755,5477,-51,-617,-234,11,125,304,-474,-1114,-1517,-463,-989,-1213,55,270,-159,7758,7570,7387,7700,12.42007808,12.71912162,13.91155106,13.28678793,-1.491472981,-0.567666309,0.302162273,0.737481017,-2.692870179,-3.680127313,-2.390707906,-2.942646295
50,3,6,1,99,Alabama,Monroe County,19770,19704,19557,19404,-66,-147,-153,41,214,227,82,354,350,-41,-140,-123,0,0,0,-26,-20,-21,-26,-20,-21,1,13,-9,190,190,190,190,10.90140343,11.65267832,18.03316268,17.96668463,-7.131759252,-6.314006314,0,0,-1.01882275,-1.078001078,-1.01882275,-1.078001078
50,3,6,1,101,Alabama,Montgomery County,228948,228322,226953,226361,-626,-1369,-592,782,3062,3121,713,2864,2782,69,198,339,7,130,354,-670,-1752,-1215,-663,-1622,-861,-32,55,-70,8393,8206,8001,8555,13.45121081,13.76970488,12.58140684,12.27405286,0.869803965,1.495652021,0.571083411,1.561831313,-7.696447202,-5.360522728,-7.125363791,-3.798691415
50,3,6,1,103,Alabama,Morgan County,123421,123288,123403,124211,-133,115,808,343,1416,1445,382,1772,1684,-39,-356,-239,1,18,27,-99,366,1032,-98,384,1059,4,87,-12,2286,2106,1950,2140,11.4799486,11.67139176,14.36615037,13.60181573,-2.886201767,-1.930423966,0.14593155,0.218081369,2.96727485,8.335554533,3.1132064,8.553635901
50,3,6,1,105,Alabama,Perry County,8515,8458,8317,8035,-57,-141,-282,30,98,98,31,176,173,-1,-78,-75,0,0,0,-50,-65,-219,-50,-65,-219,-6,2,12,543,535,522,455,11.68405365,11.98630137,20.98360656,21.15949119,-9.299552906,-9.173189824,0,0,-7.749627422,-26.78571429,-7.749627422,-26.78571429
50,3,6,1,107,Alabama,Pickens County,19124,18922,18615,18697,-202,-307,82,33,176,177,79,348,342,-46,-172,-165,0,3,11,-133,-141,223,-133,-138,234,-23,3,13,1771,1627,1578,1907,9.377414285,9.487564323,18.54170552,18.33190395,-9.164291233,-8.844339623,0.159842289,0.589622642,-7.51258758,11.95325901,-7.352745291,12.54288165
50,3,6,1,109,Alabama,Pike County,33008,32906,32740,33014,-102,-166,274,89,349,355,101,457,437,-12,-108,-82,2,26,74,-87,-102,280,-85,-76,354,-5,18,2,2145,2072,1967,2120,10.63278798,10.79782219,13.92316364,13.29196703,-3.290375651,-2.494144843,0.792127472,2.250813639,-3.107577004,8.516592147,-2.315449532,10.76740579
50,3,6,1,111,Alabama,Randolph County,21970,22092,22199,22479,122,107,280,63,254,259,84,368,359,-21,-114,-100,0,1,1,160,219,372,160,220,373,-17,1,7,413,501,587,591,11.46959879,11.59407315,16.61737148,16.07054926,-5.147772685,-4.476476118,0.045155901,0.044764761,9.889142264,16.65249116,9.934298164,16.69725592
50,3,6,1,113,Alabama,Russell County,59187,59259,58668,58555,72,-591,-113,184,775,796,167,828,808,17,-53,-12,8,8,27,33,-555,-105,41,-547,-78,14,9,-23,529,529,529,529,13.14372451,13.58095254,14.04258567,13.78569052,-0.89886116,-0.204737978,0.135677156,0.460660451,-9.412602712,-1.791457308,-9.276925556,-1.330796857
50,3,6,1,115,Alabama,St. Clair County,91471,91652,92903,93932,181,1251,1029,233,988,1004,265,1317,1275,-32,-329,-271,0,8,18,204,1592,1263,204,1600,1281,9,-20,19,2106,2024,1967,2029,10.70683536,10.74745096,14.27216819,13.64840635,-3.565332828,-2.900955388,0.086695023,0.192683384,17.25230961,13.51995076,17.33900463,13.71263414
50,3,6,1,117,Alabama,Shelby County,223034,223881,227428,230115,847,3547,2687,537,2233,2284,446,1903,1881,91,330,403,8,137,330,740,3064,2026,748,3201,2356,8,16,-72,3256,3223,3213,3303,9.895659072,9.983761089,8.433246401,8.222178025,1.462412671,1.761583064,0.607122836,1.442487373,13.57828007,8.855998234,14.18540291,10.29848561
50,3,6,1,119,Alabama,Sumter County,12348,12196,11961,11853,-152,-235,-108,28,130,135,59,185,186,-31,-55,-51,0,6,12,-103,-180,-65,-103,-174,-53,-18,-6,-4,1080,989,878,951,10.76292586,11.33786848,15.31647142,15.62106324,-4.553545556,-4.283194759,0.496750424,1.007810532,-14.90251273,-5.458973713,-14.4057623,-4.451163181
50,3,6,1,121,Alabama,Talladega County,82152,81428,80483,80704,-724,-945,221,219,888,902,264,1284,1309,-45,-396,-407,0,15,44,-587,-582,574,-587,-567,618,-92,18,10,3242,2525,2051,2347,10.96898914,11.19196958,15.86056537,16.24200463,-4.891576236,-5.050035052,0.185286979,0.545949735,-7.189134772,7.122162457,-7.003847793,7.668112193
50,3,6,1,123,Alabama,Tallapoosa County,41316,41286,41132,40977,-30,-154,-155,103,404,411,146,695,686,-43,-291,-275,0,4,5,6,116,125,6,120,130,7,17,-10,682,682,682,682,9.803683661,10.01108283,16.86524788,16.70949591,-7.061564221,-6.698413085,0.097066175,0.121789329,2.814919071,3.044733221,2.911985246,3.166522549
50,3,6,1,125,Alabama,Tuscaloosa County,227041,231534,235668,236780,4493,4134,1112,611,2479,2522,516,2321,2289,95,158,233,4,129,323,5067,3946,654,5071,4075,977,-673,-99,-98,11132,15443,19637,20385,10.61211211,10.67630723,9.935745138,9.689955297,0.676366968,0.986351937,0.552223663,1.367346248,16.89205098,2.768558656,17.44427464,4.135904904
50,3,6,1,127,Alabama,Walker County,65342,65132,64629,64339,-210,-503,-290,165,729,747,309,1352,1282,-144,-623,-535,1,18,38,-74,55,229,-73,73,267,7,47,-22,1077,1077,1075,1076,11.23604165,11.58426897,20.83831043,19.88090069,-9.602268786,-8.296631723,0.277433127,0.589293468,0.847712333,3.551268532,1.12514546,4.140562
50,3,6,1,129,Alabama,Washington County,15388,15327,15234,15122,-61,-93,-112,48,184,188,52,220,224,-4,-36,-36,0,1,0,-52,-65,-75,-52,-64,-75,-5,7,-1,125,125,125,125,12.04149079,12.38634866,14.39743464,14.75820266,-2.35594385,-2.371853999,0.065442885,0,-4.253787507,-4.941362498,-4.188344622,-4.941362498
50,3,6,1,131,Alabama,Wilcox County,10601,10432,10331,10059,-169,-101,-272,28,123,122,50,174,177,-22,-51,-55,0,4,9,-125,-56,-233,-125,-52,-224,-22,2,7,229,124,124,124,11.84799884,11.96665032,16.76058373,17.36145169,-4.912584887,-5.394801373,0.385300775,0.882785679,-5.394210856,-22.85434036,-5.00891008,-21.97155468
50,3,6,1,133,Alabama,Winston County,23544,23488,23672,23755,-56,184,83,56,219,225,100,402,407,-44,-183,-182,0,8,18,-15,362,247,-15,370,265,3,-3,0,343,343,343,343,9.287531807,9.488266178,17.04834606,17.16321926,-7.760814249,-7.674953086,0.339270568,0.759061294,15.35199322,10.41600776,15.69126378,11.17506905
40,4,9,2,0,Alaska,Alaska,733378,732923,734182,733583,-455,1259,-599,2406,9461,9488,1163,5364,6396,1243,4097,3092,58,877,2371,-1716,-3570,-6126,-1658,-2693,-3755,-40,-145,64,30290,30264,29973,30058,12.89750904,12.92850014,7.312360056,8.715291617,5.585148984,4.213208518,1.195551784,3.230762418,-4.86672733,-8.34738531,-3.671175546,-5.116622893
50,4,9,2,13,Alaska,Aleutians East Borough,3419,3425,3424,3398,6,-1,-26,6,18,19,2,11,11,4,7,8,0,16,46,0,-25,-81,0,-9,-35,2,1,1,2216,2216,2216,2216,5.256241787,5.570214014,3.212147759,3.224860745,2.044094028,2.345353269,4.672214922,13.4857813,-7.300335815,-23.74670185,-2.628120894,-10.26092055
50,4,9,2,16,Alaska,Aleutians West Census Area,5232,5222,5155,5122,-10,-67,-33,12,34,34,4,23,20,8,11,14,0,65,175,-17,-138,-228,-17,-73,-53,-1,-5,6,2937,2937,2937,2937,6.552953648,6.616716941,4.432880409,3.892186436,2.120073239,2.724530505,12.5277055,34.05663131,-26.59728245,-44.37092537,-14.06957695,-10.31429405
50,4,9,2,20,Alaska,Anchorage Municipality,291244,290866,288702,287145,-378,-2164,-1557,966,3766,3769,479,2188,2625,487,1578,1144,44,527,1345,-905,-4233,-4039,-861,-3706,-2694,-4,-36,-7,9077,9064,8958,8972,12.99588659,13.09028266,7.550451371,9.117005038,5.445435221,3.973277624,1.81859592,4.671379724,-14.60743174,-14.02803175,-12.78883582,-9.356652027
50,4,9,2,50,Alaska,Bethel Census Area,18670,18673,18599,18257,3,-74,-342,109,395,394,31,158,173,78,237,221,0,2,6,-73,-307,-584,-73,-305,-578,-2,-6,15,463,462,473,480,21.19553552,21.38050792,8.478214209,9.387887997,12.71732131,11.99261993,0.107319167,0.325591491,-16.47349217,-31.69090514,-16.366173,-31.36531365
50,4,9,2,60,Alaska,Bristol Bay Borough,843,829,841,865,-14,12,24,2,6,6,2,6,8,0,0,-2,0,3,4,-13,10,20,-13,13,24,-1,-1,2,27,26,25,27,7.185628743,7.033997655,7.185628743,9.37866354,0,-2.344665885,3.592814371,4.68933177,11.9760479,23.44665885,15.56886228,28.13599062
50,4,9,2,63,Alaska,Chugach Census Area,7097,7077,6943,6874,-20,-134,-69,17,68,72,6,44,54,11,24,18,0,8,21,-29,-159,-112,-29,-151,-91,-2,-7,4,269,270,269,269,9.70042796,10.42194398,6.276747504,7.816457987,3.423680457,2.605485996,1.141226819,3.039733661,-22.68188302,-16.21191286,-21.54065621,-13.1721792
50,4,9,2,66,Alaska,Copper River Census Area,2618,2616,2611,2589,-2,-5,-22,4,20,18,5,38,42,-1,-18,-24,0,-1,-1,-1,12,4,-1,11,3,0,2,-1,25,24,25,25,7.652573178,6.923076923,14.53988904,16.15384615,-6.88731586,-9.230769231,-0.382628659,-0.384615385,4.591543907,1.538461539,4.208915248,1.153846154
